EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,State
611055.625,371364.0625,750000.0625,639887.9375,-299134.75,711403.25,362040.875,551557.375,0.1435546875,0.952880859375,-0.135009765625,0.0,0.0,0.0,66.66667175292969,1.0,1.0,WarmUp
494188.15625,178301.9375,750000.0625,750000.0625,-316810.96875,750000.0625,424260.8125,434816.8125,0.140380859375,0.96435546875,-0.146240234375,0.0,0.0,0.0,66.66667175292969,2.0,1.0,WarmUp
485351.0,373762.9375,750000.0625,750000.0625,-245101.546875,750000.0625,254326.03125,200818.28125,0.140625,0.971435546875,-0.1484375,0.0,0.0,0.0,66.66667175292969,3.0,1.0,WarmUp
443321.9375,544428.1875,714693.1875,750000.0625,-161324.265625,612502.625,103276.5078125,83417.0703125,0.14306640625,0.976318359375,-0.151611328125,0.0,0.0,0.0,66.66667175292969,4.0,1.0,WarmUp
315634.8125,605401.125,750000.0625,699845.5625,-29992.466796875,440948.96875,193233.609375,111139.40625,0.146240234375,0.97900390625,-0.154052734375,0.0,0.0,0.0,66.66667175292969,5.0,1.0,WarmUp
319034.5,677327.0625,750000.0625,747434.875,139077.75,574874.0,412426.1875,460487.4375,0.14453125,0.980712890625,-0.149169921875,-0.03051757626235485,-0.03051757626235485,-0.03051757626235485,66.66667175292969,6.0,1.0,WarmUp
494153.8125,750000.0625,750000.0625,750000.0625,288631.03125,735609.8125,404133.25,534023.8125,0.143798828125,0.98046875,-0.152099609375,-5.432128429412842,-3.387450933456421,-5.432128429412842,66.66667175292969,7.0,1.0,WarmUp
553258.125,750000.0625,750000.0625,750000.0625,359434.75,750000.0625,479847.09375,528343.3125,0.142822265625,0.97705078125,-0.150634765625,-2.349853277206421,-0.3356933295726776,-1.3732908964157104,66.66667175292969,8.0,1.0,WarmUp
562074.25,750000.0625,750000.0625,750000.0625,524534.5625,728776.0625,750000.0625,638117.6875,0.142333984375,0.973388671875,-0.152587890625,-1.6784666776657104,0.6408690810203552,-0.3967284858226776,66.66667175292969,9.0,1.0,WarmUp
591149.0625,750000.0625,750000.0625,750000.0625,750000.0625,659982.75,750000.0625,653087.6875,0.14208984375,0.97216796875,-0.152099609375,-1.4038084745407104,0.9765624403953552,-0.1220703050494194,66.66667175292969,10.0,1.0,WarmUp
